parents,designation,sku,etat_intitule,name,etat,Regula_price,photo,diameter,width,length,Poids,Epaisseur,Diameter_Largrue_Cote,Longueur,Categories,Tags,Stock,"Sold individually?","Attribute 0 name","Attribute 0 value(s)","Attribute 0 global","Attribute 1 name","Attribute 1 value(s)","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 global","Attribute 5 name","Attribute 5 value(s)","Attribute 5 global","Attribute 6 name","Attribute 6 value(s)","Attribute 6 global","Attribute 7 name","Attribute 7 value(s)","Attribute 7 global","Attribute 8 name","Attribute 8 value(s)","Attribute 8 global","Attribute 9 name","Attribute 9 value(s)","Attribute 9 global","Attribute 10 name","Attribute 10 value(s)","Attribute 10 global"
Aluminium,ALCA,2867,"En Stock","ALCA + EP  25,4 CO",1,14.91,,25,310,195,4.2,25,310,195,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,310,1,Longueur,195,1
Aluminium,ALCA,2869,"En Stock","ALCA + EP  25,4 CO",1,20.94,,25,193,431,5.9,25,193,431,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,193,1,Longueur,431,1
Aluminium,ALCA,2870,"En Stock","ALCA + EP  25,4 CO",1,12.07,,25,185,260,3.4,25,185,260,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,185,1,Longueur,260,1
Aluminium,ALCA,2872,"En Stock","ALCA + EP  25,4 CO",1,9.94,,25,190,206,2.8,25,190,206,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,190,1,Longueur,206,1
Aluminium,ALCA,2875,"En Stock","ALCA + EP  25,4 CO",1,21.83,,25,384,228,6.15,25,384,228,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,384,1,Longueur,228,1
Aluminium,ALCA,2878,"En Stock","ALCA + EP  25,4 CO",1,31.06,,25,650,195,8.75,25,650,195,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,0,1,Epaisseur,25,1,Diameter/Largrue/Cote,650,1,Longueur,195,1
Aluminium,ALCA,2880,"En Stock","ALCA + EP  25,4 CO",1,21.47,,25,700,122,6.05,25,700,122,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,700,1,Longueur,122,1
Aluminium,ALCA,2881,"En Stock","ALCA + EP  25,4 CO",1,20.59,,25,122,673,5.8,25,122,673,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,122,1,Longueur,673,1
Aluminium,ALCA,2882,"En Stock","ALCA + EP  25,4 CO",1,20.41,,25,494,166,5.75,25,494,166,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,494,1,Longueur,166,1
Aluminium,ALCA,2885,"En Stock","ALCA + EP  25,4 CO",1,11.89,,25,260,185,3.35,25,260,185,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,260,1,Longueur,185,1
Aluminium,ALCA,2886,"En Stock","ALCA + EP  25,4 CO",1,29.99,,25,923,131,8.45,25,923,131,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,923,1,Longueur,131,1
Aluminium,ALCA,2887,"En Stock","ALCA + EP  25,4 CO",1,37.27,,25,705,214,10.5,25,705,214,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,705,1,Longueur,214,1
Aluminium,ALCA,2888,"En Stock","ALCA + EP  25,4 CO",1,35.85,,25,171,847,10.1,25,171,847,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,0,1,Epaisseur,25,1,Diameter/Largrue/Cote,171,1,Longueur,847,1
Aluminium,ALCA,2889,"En Stock","ALCA + EP  25,4 CO",1,12.60,,25,348,148,3.55,25,348,148,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,0,1,Epaisseur,25,1,Diameter/Largrue/Cote,348,1,Longueur,148,1
Aluminium,ALCA,2891,"En Stock","ALCA + EP  25,4 CO",1,14.91,,25,468,127,4.2,25,468,127,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,468,1,Longueur,127,1
Aluminium,ALCA,2892,"En Stock","ALCA + EP  25,4 CO",1,18.99,,25,550,138,5.35,25,550,138,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,550,1,Longueur,138,1
Aluminium,ALCA,2893,"En Stock","ALCA + EP  25,4 CO",1,32.83,,25,520,253,9.25,25,520,253,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,520,1,Longueur,253,1
Aluminium,ALCA,2894,"En Stock","ALCA + EP  25,4 CO",1,16.68,,25,496,136,4.7,25,496,136,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,496,1,Longueur,136,1
Aluminium,ALCA,2895,"En Stock","ALCA + EP  25,4 CO",1,24.84,,25,525,190,7,25,525,190,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,525,1,Longueur,190,1
Aluminium,ALCA,2896,"En Stock","ALCA + EP  25,4 CO",1,19.52,,25,600,129,5.5,25,600,129,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,600,1,Longueur,129,1
Aluminium,ALCA,2898,"En Stock","ALCA + EP  25,4 CO",1,17.04,,25,394,172,4.8,25,394,172,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,394,1,Longueur,172,1
Aluminium,ALCA,2901,"En Stock","ALCA + EP  25,4 CO",1,21.65,,25,605,144,6.1,25,605,144,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,605,1,Longueur,144,1
Aluminium,ALCA,2903,"En Stock","ALCA + EP  25,4 CO",1,9.23,,25,233,160,2.6,25,233,160,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,233,1,Longueur,160,1
Aluminium,ALCA,2905,"En Stock","ALCA + EP  25,4 CO",1,40.46,,25,864,187,11.4,25,864,187,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,864,1,Longueur,187,1
Aluminium,ALCA,2906,"En Stock","ALCA + EP  25,4 CO",1,7.81,,25,210,149,2.2,25,210,149,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,210,1,Longueur,149,1
Aluminium,ALCA,2907,"En Stock","ALCA + EP  25,4 CO",1,19.34,,25,600,128,5.45,25,600,128,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,600,1,Longueur,128,1
Aluminium,ALCA,2912,"En Stock","ALCA + EP  25,4 CO",1,35.49,,25,875,161,10,25,875,161,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,875,1,Longueur,161,1
Aluminium,ALCA,2913,"En Stock","ALCA + EP  25,4 CO",1,12.42,,25,400,122,3.5,25,400,122,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,400,1,Longueur,122,1
Aluminium,ALCA,2914,"En Stock","ALCA + EP  25,4 CO",1,21.12,,25,479,175,5.95,25,479,175,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,479,1,Longueur,175,1
Aluminium,ALCA,2915,"En Stock","ALCA + EP  25,4 CO",1,12.42,,25,260,190,3.5,25,260,190,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,260,1,Longueur,190,1
Aluminium,ALCA,2916,"En Stock","ALCA + EP  25,4 CO",1,11.71,,25,255,182,3.3,25,255,182,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,255,1,Longueur,182,1
Aluminium,ALCA,2917,"En Stock","ALCA + EP  25,4 CO",1,11.71,,25,255,182,3.3,25,255,182,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,255,1,Longueur,182,1
Aluminium,ALCA,2918,"En Stock","ALCA + EP  25,4 CO",1,35.85,,25,870,165,10.1,25,870,165,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,,1,Epaisseur,25,1,Diameter/Largrue/Cote,870,1,Longueur,165,1
Aluminium,ALCA,3034,"En Stock","ALCA + EP  30 CO",1,9.40,,30,167,190,2.65,30,167,190,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,0,1,Epaisseur,30,1,Diameter/Largrue/Cote,167,1,Longueur,190,1
Aluminium,ALCA,3036,"En Stock","ALCA + EP  30 CO",1,9.40,,30,190,168,2.65,30,190,168,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,0,1,Epaisseur,30,1,Diameter/Largrue/Cote,190,1,Longueur,168,1
Aluminium,ALCA,3150,"En Stock","ALCA + EP  30 CO",1,17.39,,30,508,115,4.9,30,508,115,Aluminium>ALCA,Plat,1,1,Format,Plat,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,Q4864,1,Epaisseur,30,1,Diameter/Largrue/Cote,508,1,Longueur,115,1
"Aciers Inoxydables",Z16Cn1702,3273,"En Stock","431 LAMINE D 100",1,7.67,,100,0,92,5.6,0,100,92,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,,1,Epaisseur,0,1,Diameter/Largrue/Cote,100,1,Longueur,92,1
"Aciers Inoxydables",Z16Cn1702,3278,"En Stock","431 LAMINE D 200",1,24.95,,200,0,58,14.2,0,200,58,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q7766,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,58,1
"Aciers Inoxydables","UK 31",3290,"En Stock","UK 31 R D 121  CO",1,52.24,,121,0,135,12.35,0,121,135,"Aciers Inoxydables>UK 31",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,Q7533,1,Epaisseur,0,1,Diameter/Largrue/Cote,121,1,Longueur,135,1
"Aciers Inoxydables","UK 31",3314,"En Stock","UK 31 R D 121  CO",1,52.24,,121,0,135,12.35,0,121,135,"Aciers Inoxydables>UK 31",Rond,1,1,Format,Rond,1,AFNOR,,1,Euronorme,,1,NF,,1,AISI,,1,DIN,,1,Werskstoff,,1,CCPU,Q7533,1,Epaisseur,0,1,Diameter/Largrue/Cote,121,1,Longueur,135,1
"Aciers Inoxydables",Z16Cn1702,3330,"En Stock","431 LAMINE D 200",1,39.54,,200,0,90,22.5,0,200,90,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q6994,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,90,1
"Aciers Inoxydables",Z16Cn1702,3332,"En Stock","431 LAMINE D 200",1,48.76,,200,0,110,27.75,0,200,110,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q7766,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,110,1
"Aciers Inoxydables",Z16Cn1702,3339,"En Stock","431 LAMINE D 200",1,53.77,,200,0,124,30.6,0,200,124,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q7290,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,124,1
"Aciers Inoxydables",Z16Cn1702,3340,"En Stock","431 LAMINE D 200",1,26.18,,200,0,55,14.9,0,200,55,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q6988,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,55,1
"Aciers Inoxydables",Z16Cn1702,3341,"En Stock","431 LAMINE D 200",1,35.41,,200,0,80,20.15,0,200,80,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q7802,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,80,1
"Aciers Inoxydables",Z16Cn1702,3342,"En Stock","431 LAMINE D 200",1,31.54,,200,0,72,17.95,0,200,72,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q7290,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,72,1
"Aciers Inoxydables",Z16Cn1702,3344,"En Stock","431 LAMINE D 200",1,52.72,,200,0,125,30,0,200,125,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q7290,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,125,1
"Aciers Inoxydables",Z16Cn1702,3346,"En Stock","431 LAMINE D 200",1,52.72,,200,0,123,30,0,200,123,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q7290,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,123,1
"Aciers Inoxydables",Z16Cn1702,3348,"En Stock","431 LAMINE D 200",1,66.78,,200,0,155,38,0,200,155,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q7289,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,155,1
"Aciers Inoxydables",Z16Cn1702,3349,"En Stock","431 LAMINE D 200",1,53.77,,200,0,125,30.6,0,200,125,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q7290,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,125,1
"Aciers Inoxydables",Z16Cn1702,3350,"En Stock","431 LAMINE D 200",1,53.77,,200,0,125,30.6,0,200,125,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q7290,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,125,1
"Aciers Inoxydables",Z16Cn1702,3351,"En Stock","431 LAMINE D 200",1,53.77,,200,0,125,30.6,0,200,125,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q7290,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,125,1
"Aciers Inoxydables",Z16Cn1702,3352,"En Stock","431 LAMINE D 200",1,53.77,,200,0,125,30.6,0,200,125,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q7290,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,125,1
"Aciers Inoxydables",Z16Cn1702,3353,"En Stock","431 LAMINE D 200",1,53.77,,200,0,125,30.6,0,200,125,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q7290,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,125,1
"Aciers Inoxydables",Z16Cn1702,3354,"En Stock","431 LAMINE D 200",1,19.24,,200,0,40,10.95,0,200,40,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q8425,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,40,1
"Aciers Inoxydables",Z16Cn1702,3370,"En Stock","431 LAMINE D 125",1,4.70,,125,0,35,3.45,0,125,35,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q3241,1,Epaisseur,0,1,Diameter/Largrue/Cote,125,1,Longueur,35,1
"Aciers Inoxydables",Z16Cn1702,3372,"En Stock","431 LAMINE D 211  CO",1,22.58,,211,0,28,8.6,0,211,28,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q3649,1,Epaisseur,0,1,Diameter/Largrue/Cote,211,1,Longueur,28,1
"Aciers Inoxydables",329,3378,"En Stock","329 A D 170",1,44.93,,170,0,64,11.95,0,170,64,"Aciers Inoxydables>329",Rond,1,1,Format,Rond,1,AFNOR,Z3CND22-05-AZ,1,Euronorme,,1,NF,,1,AISI,329A,1,DIN,,1,Werskstoff,1-4462,1,CCPU,Q7806,1,Epaisseur,0,1,Diameter/Largrue/Cote,170,1,Longueur,64,1
"Aciers Inoxydables",Z16Cn1702,3379,"En Stock","431 LAMINE D 140",1,3.16,,140,0,13,1.7,0,140,13,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q6549,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,13,1
"Aciers Inoxydables",Z16Cn1702,3398,"En Stock","431 LAMINE D 140",1,2.97,,140,0,13,1.6,0,140,13,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q6549,1,Epaisseur,0,1,Diameter/Largrue/Cote,140,1,Longueur,13,1
"Aciers Inoxydables",Z16Cn1702,3406,"En Stock","431 LAMINE D 211  CO",1,12.73,,211,0,12,4.85,0,211,12,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q3649,1,Epaisseur,0,1,Diameter/Largrue/Cote,211,1,Longueur,12,1
"Aciers Inoxydables",Z16Cn1702,3407,"En Stock","431 LAMINE D 211  CO",1,26.51,,211,0,34,10.1,0,211,34,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q3649,1,Epaisseur,0,1,Diameter/Largrue/Cote,211,1,Longueur,34,1
"Aciers Inoxydables",Z33C13,3414,"En Stock","Z33C13 TR LAM D  95",1,18.85,,95,0,305,16.85,0,95,305,"Aciers Inoxydables>Z33C13",Rond,1,1,Format,Rond,1,AFNOR,Z33C13,1,Euronorme,X30Cr13,1,NF,A35-565-90,1,AISI,420,1,DIN,X30Cr13,1,Werskstoff,1-4028,1,CCPU,Q6290,1,Epaisseur,0,1,Diameter/Largrue/Cote,95,1,Longueur,305,1
"Aciers Inoxydables",Z16Cn1702,3433,"En Stock","431 LAMINE D 190",1,80.85,,190,0,220,49,0,190,220,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q6953,1,Epaisseur,0,1,Diameter/Largrue/Cote,190,1,Longueur,220,1
"Aciers Inoxydables",Z16Cn1702,3434,"En Stock","431 LAMINE D 200",1,45.69,,200,0,105,26,0,200,105,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q7574,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,105,1
"Aciers Inoxydables",Z16Cn1702,3435,"En Stock","431 LAMINE D 190",1,47.85,,190,0,130,29,0,190,130,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,,1,Epaisseur,0,1,Diameter/Largrue/Cote,190,1,Longueur,130,1
"Aciers Inoxydables",Z16Cn1702,3436,"En Stock","431 LAMINE D 200",1,47.45,,200,0,105,27,0,200,105,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q6639,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,105,1
"Aciers Inoxydables",Z16Cn1702,3437,"En Stock","431 LAMINE D 200",1,24.60,,200,0,55,14,0,200,55,"Aciers Inoxydables>Z16Cn1702",Rond,1,1,Format,Rond,1,AFNOR,Z16Cn1702,1,Euronorme,X20CrNi172,1,NF,,1,AISI,431,1,DIN,,1,Werskstoff,140574,1,CCPU,Q3852,1,Epaisseur,0,1,Diameter/Largrue/Cote,200,1,Longueur,55,1
